level,source,ampur,HOSCODE,HOSNAME,category,code,typearea,typearea_label,age_band,patient_count
code,DIAGNOSIS_OPD,ทุ่งหว้า,09643,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาทอน ตำบลนาทอน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F51,1,1: ในเขต มีชื่อ+อยู่จริง,60-74 ปี,1
code,DIAGNOSIS_OPD,ทุ่งหว้า,09643,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาทอน ตำบลนาทอน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F51,1,1: ในเขต มีชื่อ+อยู่จริง,75 ปีขึ้นไป,1
code,DIAGNOSIS_OPD,ทุ่งหว้า,09643,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาทอน ตำบลนาทอน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F55,1,1: ในเขต มีชื่อ+อยู่จริง,45-59 ปี,1
code,DIAGNOSIS_OPD,ทุ่งหว้า,09643,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านนาทอน ตำบลนาทอน,โรควิตกกังวล (F40-F48),F43,1,1: ในเขต มีชื่อ+อยู่จริง,30-44 ปี,1
code,DIAGNOSIS_OPD,ทุ่งหว้า,09644,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวังตง ตำบลนาทอน,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F16,1,1: ในเขต มีชื่อ+อยู่จริง,15-29 ปี,1
code,DIAGNOSIS_OPD,ทุ่งหว้า,09644,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวังตง ตำบลนาทอน,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F16,1,1: ในเขต มีชื่อ+อยู่จริง,30-44 ปี,1
code,DIAGNOSIS_OPD,ทุ่งหว้า,09644,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวังตง ตำบลนาทอน,ติดแอลกอฮอล์ (F10),F10,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,30-44 ปี,1
code,DIAGNOSIS_OPD,ทุ่งหว้า,09644,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวังตง ตำบลนาทอน,โรคจิตเภท (F20),F20,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,60-74 ปี,1
code,DIAGNOSIS_OPD,ทุ่งหว้า,09644,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวังตง ตำบลนาทอน,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",F32,1,1: ในเขต มีชื่อ+อยู่จริง,45-59 ปี,1
code,DIAGNOSIS_OPD,ทุ่งหว้า,09644,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวังตง ตำบลนาทอน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F06,1,1: ในเขต มีชื่อ+อยู่จริง,15-29 ปี,1
code,DIAGNOSIS_OPD,ทุ่งหว้า,09644,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านวังตง ตำบลนาทอน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F09,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,60-74 ปี,1
code,DIAGNOSIS_OPD,ทุ่งหว้า,09648,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาแดง ตำบลป่าแก่บ่อหิน,โรคจิตเภท (F20),F20,1,1: ในเขต มีชื่อ+อยู่จริง,75 ปีขึ้นไป,1
code,DIAGNOSIS_OPD,ทุ่งหว้า,09648,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาแดง ตำบลป่าแก่บ่อหิน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F06,1,1: ในเขต มีชื่อ+อยู่จริง,45-59 ปี,1
code,DIAGNOSIS_OPD,ทุ่งหว้า,09648,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาแดง ตำบลป่าแก่บ่อหิน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F06,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,30-44 ปี,1
code,DIAGNOSIS_OPD,ทุ่งหว้า,09648,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาแดง ตำบลป่าแก่บ่อหิน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F51,1,1: ในเขต มีชื่อ+อยู่จริง,30-44 ปี,2
code,DIAGNOSIS_OPD,ทุ่งหว้า,09648,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาแดง ตำบลป่าแก่บ่อหิน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F51,1,1: ในเขต มีชื่อ+อยู่จริง,60-74 ปี,2
code,DIAGNOSIS_OPD,ทุ่งหว้า,09648,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาแดง ตำบลป่าแก่บ่อหิน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F52,1,1: ในเขต มีชื่อ+อยู่จริง,45-59 ปี,1
code,DIAGNOSIS_OPD,ทุ่งหว้า,09648,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาแดง ตำบลป่าแก่บ่อหิน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F55,1,1: ในเขต มีชื่อ+อยู่จริง,0-14 ปี,16
code,DIAGNOSIS_OPD,ทุ่งหว้า,09648,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาแดง ตำบลป่าแก่บ่อหิน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F55,1,1: ในเขต มีชื่อ+อยู่จริง,15-29 ปี,9
code,DIAGNOSIS_OPD,ทุ่งหว้า,09648,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาแดง ตำบลป่าแก่บ่อหิน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F55,1,1: ในเขต มีชื่อ+อยู่จริง,30-44 ปี,14
code,DIAGNOSIS_OPD,ทุ่งหว้า,09648,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาแดง ตำบลป่าแก่บ่อหิน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F55,1,1: ในเขต มีชื่อ+อยู่จริง,45-59 ปี,31
code,DIAGNOSIS_OPD,ทุ่งหว้า,09648,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาแดง ตำบลป่าแก่บ่อหิน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F55,1,1: ในเขต มีชื่อ+อยู่จริง,60-74 ปี,16
code,DIAGNOSIS_OPD,ทุ่งหว้า,09648,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาแดง ตำบลป่าแก่บ่อหิน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F55,1,1: ในเขต มีชื่อ+อยู่จริง,75 ปีขึ้นไป,3
code,DIAGNOSIS_OPD,ทุ่งหว้า,09648,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาแดง ตำบลป่าแก่บ่อหิน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F55,2,2: ในเขต มีชื่อ แต่ไม่อยู่จริง,0-14 ปี,1
code,DIAGNOSIS_OPD,ทุ่งหว้า,09648,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาแดง ตำบลป่าแก่บ่อหิน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F55,2,2: ในเขต มีชื่อ แต่ไม่อยู่จริง,30-44 ปี,2
code,DIAGNOSIS_OPD,ทุ่งหว้า,09648,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาแดง ตำบลป่าแก่บ่อหิน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F55,2,2: ในเขต มีชื่อ แต่ไม่อยู่จริง,45-59 ปี,2
code,DIAGNOSIS_OPD,ทุ่งหว้า,09648,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาแดง ตำบลป่าแก่บ่อหิน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F55,2,2: ในเขต มีชื่อ แต่ไม่อยู่จริง,60-74 ปี,2
code,DIAGNOSIS_OPD,ทุ่งหว้า,09648,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาแดง ตำบลป่าแก่บ่อหิน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F55,3,3: อาศัยในเขต ทะเบียนบ้านอยู่นอกเขต,0-14 ปี,2
code,DIAGNOSIS_OPD,ทุ่งหว้า,09648,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาแดง ตำบลป่าแก่บ่อหิน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F55,3,3: อาศัยในเขต ทะเบียนบ้านอยู่นอกเขต,45-59 ปี,1
code,DIAGNOSIS_OPD,ทุ่งหว้า,09648,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาแดง ตำบลป่าแก่บ่อหิน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F55,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,15-29 ปี,1
code,DIAGNOSIS_OPD,ทุ่งหว้า,09648,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาแดง ตำบลป่าแก่บ่อหิน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F55,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,30-44 ปี,1
code,DIAGNOSIS_OPD,ทุ่งหว้า,09648,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาแดง ตำบลป่าแก่บ่อหิน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F55,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,60-74 ปี,4
code,DIAGNOSIS_OPD,ทุ่งหว้า,09648,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาแดง ตำบลป่าแก่บ่อหิน,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F55,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,75 ปีขึ้นไป,2
code,DIAGNOSIS_OPD,ทุ่งหว้า,09648,โรงพยาบาลส่งเสริมสุขภาพตำบลบ้านเขาแดง ตำบลป่าแก่บ่อหิน,โรควิตกกังวล (F40-F48),F45,1,1: ในเขต มีชื่อ+อยู่จริง,45-59 ปี,2
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F11,1,1: ในเขต มีชื่อ+อยู่จริง,45-59 ปี,1
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F13,1,1: ในเขต มีชื่อ+อยู่จริง,45-59 ปี,1
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,1,1: ในเขต มีชื่อ+อยู่จริง,0-14 ปี,5
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,1,1: ในเขต มีชื่อ+อยู่จริง,15-29 ปี,549
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,1,1: ในเขต มีชื่อ+อยู่จริง,30-44 ปี,480
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,1,1: ในเขต มีชื่อ+อยู่จริง,45-59 ปี,552
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,1,1: ในเขต มีชื่อ+อยู่จริง,60-74 ปี,438
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,1,1: ในเขต มีชื่อ+อยู่จริง,75 ปีขึ้นไป,122
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,2,2: ในเขต มีชื่อ แต่ไม่อยู่จริง,15-29 ปี,47
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,2,2: ในเขต มีชื่อ แต่ไม่อยู่จริง,30-44 ปี,123
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,2,2: ในเขต มีชื่อ แต่ไม่อยู่จริง,45-59 ปี,42
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,2,2: ในเขต มีชื่อ แต่ไม่อยู่จริง,60-74 ปี,17
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,2,2: ในเขต มีชื่อ แต่ไม่อยู่จริง,75 ปีขึ้นไป,3
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,3,3: อาศัยในเขต ทะเบียนบ้านอยู่นอกเขต,15-29 ปี,3
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,3,3: อาศัยในเขต ทะเบียนบ้านอยู่นอกเขต,30-44 ปี,6
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,3,3: อาศัยในเขต ทะเบียนบ้านอยู่นอกเขต,45-59 ปี,5
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,3,3: อาศัยในเขต ทะเบียนบ้านอยู่นอกเขต,60-74 ปี,1
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,3,3: อาศัยในเขต ทะเบียนบ้านอยู่นอกเขต,75 ปีขึ้นไป,1
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,15-29 ปี,53
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,30-44 ปี,67
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,45-59 ปี,53
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,60-74 ปี,9
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,75 ปีขึ้นไป,2
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,โรคจิตเภท (F20),F20,1,1: ในเขต มีชื่อ+อยู่จริง,75 ปีขึ้นไป,1
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",F32,1,1: ในเขต มีชื่อ+อยู่จริง,75 ปีขึ้นไป,1
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F51,1,1: ในเขต มีชื่อ+อยู่จริง,30-44 ปี,1
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F51,1,1: ในเขต มีชื่อ+อยู่จริง,45-59 ปี,4
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F51,1,1: ในเขต มีชื่อ+อยู่จริง,60-74 ปี,8
code,DIAGNOSIS_OPD,ท่าแพ,24058,ศูนย์สุขภาพชุมชนตำบลท่าแพ,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",F51,1,1: ในเขต มีชื่อ+อยู่จริง,75 ปีขึ้นไป,7
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,ความบกพร่องทางการเรียนรู้ (F81),F81,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,0-14 ปี,26
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,ความบกพร่องทางการเรียนรู้ (F81),F81,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,15-29 ปี,1
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,ความบกพร่องทางการเรียนรู้ (F81),F81,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,30-44 ปี,4
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,ความบกพร่องทางการเรียนรู้ (F81),F81,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,45-59 ปี,2
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,ความบกพร่องทางการเรียนรู้ (F81),F81,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,60-74 ปี,2
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,ความบกพร่องทางสติปัญญา (F70-F79),F70,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,15-29 ปี,1
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,ความบกพร่องทางสติปัญญา (F70-F79),F79,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,0-14 ปี,2
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,ความบกพร่องทางสติปัญญา (F70-F79),F79,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,45-59 ปี,2
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,ความบกพร่องทางสติปัญญา (F70-F79),F79,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,60-74 ปี,1
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,ติดยาบ้า Amphetamine (F15),F15,"",อื่นๆ/ไม่ทราบ,15-29 ปี,11
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,ติดยาบ้า Amphetamine (F15),F15,"",อื่นๆ/ไม่ทราบ,30-44 ปี,15
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,ติดยาบ้า Amphetamine (F15),F15,"",อื่นๆ/ไม่ทราบ,45-59 ปี,4
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,ติดยาบ้า Amphetamine (F15),F15,"",อื่นๆ/ไม่ทราบ,60-74 ปี,1
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,ติดยาบ้า Amphetamine (F15),F15,1,1: ในเขต มีชื่อ+อยู่จริง,15-29 ปี,1
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,ติดยาบ้า Amphetamine (F15),F15,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,0-14 ปี,5
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,ติดยาบ้า Amphetamine (F15),F15,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,15-29 ปี,103
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,ติดยาบ้า Amphetamine (F15),F15,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,30-44 ปี,184
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,ติดยาบ้า Amphetamine (F15),F15,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,45-59 ปี,63
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,ติดยาบ้า Amphetamine (F15),F15,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,60-74 ปี,9
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,ติดยาบ้า Amphetamine (F15),F15,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,75 ปีขึ้นไป,8
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F12,"",อื่นๆ/ไม่ทราบ,30-44 ปี,2
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F12,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,15-29 ปี,7
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F12,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,30-44 ปี,13
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F12,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,45-59 ปี,5
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F13,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,45-59 ปี,2
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,0-14 ปี,11
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,15-29 ปี,42
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,30-44 ปี,40
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,45-59 ปี,38
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,60-74 ปี,17
code,DIAGNOSIS_OPD,ท่าแพ,11404,โรงพยาบาลท่าแพ,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",F17,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,75 ปีขึ้นไป,7
