level,source,ampur,HOSCODE,HOSNAME,category,code,typearea,typearea_label,age_band,patient_count
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ความบกพร่องทางการเรียนรู้ (F81),ALL,1,1: ในเขต มีชื่อ+อยู่จริง,0-14 ปี,3
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ความบกพร่องทางการเรียนรู้ (F81),ALL,2,2: ในเขต มีชื่อ แต่ไม่อยู่จริง,0-14 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ความบกพร่องทางการเรียนรู้ (F81),ALL,3,3: อาศัยในเขต ทะเบียนบ้านอยู่นอกเขต,0-14 ปี,2
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ความบกพร่องทางการเรียนรู้ (F81),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,0-14 ปี,26
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ความบกพร่องทางการเรียนรู้ (F81),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,15-29 ปี,3
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ความบกพร่องทางสติปัญญา (F70-F79),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,0-14 ปี,5
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ความบกพร่องทางสติปัญญา (F70-F79),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,15-29 ปี,4
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ความบกพร่องทางสติปัญญา (F70-F79),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,30-44 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ติดยาบ้า Amphetamine (F15),ALL,"",อื่นๆ/ไม่ทราบ,15-29 ปี,13
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ติดยาบ้า Amphetamine (F15),ALL,"",อื่นๆ/ไม่ทราบ,30-44 ปี,37
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ติดยาบ้า Amphetamine (F15),ALL,"",อื่นๆ/ไม่ทราบ,45-59 ปี,9
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ติดยาบ้า Amphetamine (F15),ALL,1,1: ในเขต มีชื่อ+อยู่จริง,15-29 ปี,5
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ติดยาบ้า Amphetamine (F15),ALL,1,1: ในเขต มีชื่อ+อยู่จริง,30-44 ปี,5
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ติดยาบ้า Amphetamine (F15),ALL,1,1: ในเขต มีชื่อ+อยู่จริง,45-59 ปี,2
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ติดยาบ้า Amphetamine (F15),ALL,2,2: ในเขต มีชื่อ แต่ไม่อยู่จริง,15-29 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ติดยาบ้า Amphetamine (F15),ALL,2,2: ในเขต มีชื่อ แต่ไม่อยู่จริง,60-74 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ติดยาบ้า Amphetamine (F15),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,15-29 ปี,23
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ติดยาบ้า Amphetamine (F15),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,30-44 ปี,41
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ติดยาบ้า Amphetamine (F15),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,45-59 ปี,11
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ติดยาบ้า Amphetamine (F15),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,60-74 ปี,2
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",ALL,"",อื่นๆ/ไม่ทราบ,15-29 ปี,3
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",ALL,1,1: ในเขต มีชื่อ+อยู่จริง,15-29 ปี,5
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",ALL,1,1: ในเขต มีชื่อ+อยู่จริง,30-44 ปี,3
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,15-29 ปี,28
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,30-44 ปี,39
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,45-59 ปี,8
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"ติดสารเสพติดอื่นๆ (F11,F12,F13,F14,F16,F17,F18,F19)",ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,60-74 ปี,2
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ติดแอลกอฮอล์ (F10),ALL,"",อื่นๆ/ไม่ทราบ,45-59 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ติดแอลกอฮอล์ (F10),ALL,1,1: ในเขต มีชื่อ+อยู่จริง,30-44 ปี,4
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ติดแอลกอฮอล์ (F10),ALL,1,1: ในเขต มีชื่อ+อยู่จริง,45-59 ปี,2
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ติดแอลกอฮอล์ (F10),ALL,1,1: ในเขต มีชื่อ+อยู่จริง,60-74 ปี,2
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ติดแอลกอฮอล์ (F10),ALL,3,3: อาศัยในเขต ทะเบียนบ้านอยู่นอกเขต,15-29 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ติดแอลกอฮอล์ (F10),ALL,3,3: อาศัยในเขต ทะเบียนบ้านอยู่นอกเขต,30-44 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ติดแอลกอฮอล์ (F10),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,30-44 ปี,9
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ติดแอลกอฮอล์ (F10),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,45-59 ปี,9
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ติดแอลกอฮอล์ (F10),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,60-74 ปี,6
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,ผู้ป่วยติดเกมส์ในเด็ก ต่ำกว่า 15 ปี (F988),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,0-14 ปี,2
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,พยายามฆ่าตัวตาย/ตั้งใจทำร้ายตนเอง (X60-X84),ALL,"",อื่นๆ/ไม่ทราบ,0-14 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,พยายามฆ่าตัวตาย/ตั้งใจทำร้ายตนเอง (X60-X84),ALL,"",อื่นๆ/ไม่ทราบ,15-29 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,พยายามฆ่าตัวตาย/ตั้งใจทำร้ายตนเอง (X60-X84),ALL,1,1: ในเขต มีชื่อ+อยู่จริง,0-14 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,พยายามฆ่าตัวตาย/ตั้งใจทำร้ายตนเอง (X60-X84),ALL,1,1: ในเขต มีชื่อ+อยู่จริง,15-29 ปี,2
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,พยายามฆ่าตัวตาย/ตั้งใจทำร้ายตนเอง (X60-X84),ALL,1,1: ในเขต มีชื่อ+อยู่จริง,30-44 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,พยายามฆ่าตัวตาย/ตั้งใจทำร้ายตนเอง (X60-X84),ALL,1,1: ในเขต มีชื่อ+อยู่จริง,60-74 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,พยายามฆ่าตัวตาย/ตั้งใจทำร้ายตนเอง (X60-X84),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,0-14 ปี,4
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,พยายามฆ่าตัวตาย/ตั้งใจทำร้ายตนเอง (X60-X84),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,15-29 ปี,12
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,พยายามฆ่าตัวตาย/ตั้งใจทำร้ายตนเอง (X60-X84),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,30-44 ปี,5
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,พยายามฆ่าตัวตาย/ตั้งใจทำร้ายตนเอง (X60-X84),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,45-59 ปี,3
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,พยายามฆ่าตัวตาย/ตั้งใจทำร้ายตนเอง (X60-X84),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,60-74 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,โรคจิตอื่นๆ (F21-F29),ALL,"",อื่นๆ/ไม่ทราบ,15-29 ปี,2
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,โรคจิตอื่นๆ (F21-F29),ALL,"",อื่นๆ/ไม่ทราบ,30-44 ปี,4
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,โรคจิตอื่นๆ (F21-F29),ALL,1,1: ในเขต มีชื่อ+อยู่จริง,15-29 ปี,8
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,โรคจิตอื่นๆ (F21-F29),ALL,1,1: ในเขต มีชื่อ+อยู่จริง,30-44 ปี,5
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,โรคจิตอื่นๆ (F21-F29),ALL,1,1: ในเขต มีชื่อ+อยู่จริง,45-59 ปี,4
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,โรคจิตอื่นๆ (F21-F29),ALL,1,1: ในเขต มีชื่อ+อยู่จริง,60-74 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,โรคจิตอื่นๆ (F21-F29),ALL,3,3: อาศัยในเขต ทะเบียนบ้านอยู่นอกเขต,15-29 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,โรคจิตอื่นๆ (F21-F29),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,15-29 ปี,30
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,โรคจิตอื่นๆ (F21-F29),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,30-44 ปี,49
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,โรคจิตอื่นๆ (F21-F29),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,45-59 ปี,13
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,โรคจิตอื่นๆ (F21-F29),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,60-74 ปี,7
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,โรคจิตอื่นๆ (F21-F29),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,75 ปีขึ้นไป,2
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,โรคจิตเภท (F20),ALL,"",อื่นๆ/ไม่ทราบ,15-29 ปี,2
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,โรคจิตเภท (F20),ALL,"",อื่นๆ/ไม่ทราบ,30-44 ปี,3
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,โรคจิตเภท (F20),ALL,1,1: ในเขต มีชื่อ+อยู่จริง,15-29 ปี,2
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,โรคจิตเภท (F20),ALL,1,1: ในเขต มีชื่อ+อยู่จริง,30-44 ปี,8
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,โรคจิตเภท (F20),ALL,1,1: ในเขต มีชื่อ+อยู่จริง,45-59 ปี,8
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,โรคจิตเภท (F20),ALL,1,1: ในเขต มีชื่อ+อยู่จริง,60-74 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,โรคจิตเภท (F20),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,15-29 ปี,13
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,โรคจิตเภท (F20),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,30-44 ปี,53
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,โรคจิตเภท (F20),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,45-59 ปี,44
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,โรคจิตเภท (F20),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,60-74 ปี,10
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,โรคจิตเภท (F20),ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,75 ปีขึ้นไป,3
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",ALL,"",อื่นๆ/ไม่ทราบ,0-14 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",ALL,"",อื่นๆ/ไม่ทราบ,15-29 ปี,3
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",ALL,"",อื่นๆ/ไม่ทราบ,30-44 ปี,2
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",ALL,"",อื่นๆ/ไม่ทราบ,45-59 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",ALL,1,1: ในเขต มีชื่อ+อยู่จริง,0-14 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",ALL,1,1: ในเขต มีชื่อ+อยู่จริง,15-29 ปี,12
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",ALL,1,1: ในเขต มีชื่อ+อยู่จริง,30-44 ปี,6
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",ALL,1,1: ในเขต มีชื่อ+อยู่จริง,45-59 ปี,6
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",ALL,1,1: ในเขต มีชื่อ+อยู่จริง,60-74 ปี,9
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",ALL,1,1: ในเขต มีชื่อ+อยู่จริง,75 ปีขึ้นไป,3
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",ALL,2,2: ในเขต มีชื่อ แต่ไม่อยู่จริง,15-29 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",ALL,2,2: ในเขต มีชื่อ แต่ไม่อยู่จริง,30-44 ปี,3
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",ALL,2,2: ในเขต มีชื่อ แต่ไม่อยู่จริง,45-59 ปี,2
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",ALL,2,2: ในเขต มีชื่อ แต่ไม่อยู่จริง,60-74 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",ALL,2,2: ในเขต มีชื่อ แต่ไม่อยู่จริง,75 ปีขึ้นไป,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",ALL,3,3: อาศัยในเขต ทะเบียนบ้านอยู่นอกเขต,15-29 ปี,2
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",ALL,3,3: อาศัยในเขต ทะเบียนบ้านอยู่นอกเขต,30-44 ปี,3
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",ALL,3,3: อาศัยในเขต ทะเบียนบ้านอยู่นอกเขต,45-59 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",ALL,3,3: อาศัยในเขต ทะเบียนบ้านอยู่นอกเขต,60-74 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,0-14 ปี,17
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,15-29 ปี,136
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,30-44 ปี,101
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,45-59 ปี,73
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,60-74 ปี,50
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคซึมเศร้า (F32,F33,F341,F38,F39)",ALL,4,4: นอกเขต มารับบริการ/เคยอยู่ในเขต,75 ปีขึ้นไป,13
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",ALL,"",อื่นๆ/ไม่ทราบ,0-14 ปี,10
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",ALL,"",อื่นๆ/ไม่ทราบ,15-29 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",ALL,"",อื่นๆ/ไม่ทราบ,30-44 ปี,5
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",ALL,"",อื่นๆ/ไม่ทราบ,45-59 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",ALL,"",อื่นๆ/ไม่ทราบ,60-74 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",ALL,1,1: ในเขต มีชื่อ+อยู่จริง,0-14 ปี,29
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",ALL,1,1: ในเขต มีชื่อ+อยู่จริง,15-29 ปี,7
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",ALL,1,1: ในเขต มีชื่อ+อยู่จริง,30-44 ปี,10
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",ALL,1,1: ในเขต มีชื่อ+อยู่จริง,45-59 ปี,33
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",ALL,1,1: ในเขต มีชื่อ+อยู่จริง,60-74 ปี,46
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",ALL,1,1: ในเขต มีชื่อ+อยู่จริง,75 ปีขึ้นไป,39
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",ALL,2,2: ในเขต มีชื่อ แต่ไม่อยู่จริง,0-14 ปี,6
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",ALL,2,2: ในเขต มีชื่อ แต่ไม่อยู่จริง,15-29 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",ALL,2,2: ในเขต มีชื่อ แต่ไม่อยู่จริง,45-59 ปี,3
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",ALL,2,2: ในเขต มีชื่อ แต่ไม่อยู่จริง,60-74 ปี,4
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",ALL,2,2: ในเขต มีชื่อ แต่ไม่อยู่จริง,75 ปีขึ้นไป,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",ALL,3,3: อาศัยในเขต ทะเบียนบ้านอยู่นอกเขต,0-14 ปี,1
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",ALL,3,3: อาศัยในเขต ทะเบียนบ้านอยู่นอกเขต,15-29 ปี,3
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",ALL,3,3: อาศัยในเขต ทะเบียนบ้านอยู่นอกเขต,30-44 ปี,3
category,DIAGNOSIS_OPD,ควนกาหลง,11403,โรงพยาบาลควนกาหลง,"โรคทางจิตเวชอื่นๆ (F04-F09,F50-F69,F80,F82-F83,F88-F89,F91-F99 ยกเว้น F638,F988)",ALL,3,3: อาศัยในเขต ทะเบียนบ้านอยู่นอกเขต,45-59 ปี,2
